Date,Year,Weekday,Travelers,logTravelers,Time
10/8/2020,2020,5,936915,13.750347842,588
10/9/2020,2020,6,968545,13.783550224,589
10/10/2020,2020,7,769868,13.553974351,590
10/11/2020,2020,1,984234,13.799618953,591
10/12/2020,2020,2,958440,13.773062242,592
10/13/2020,2020,3,680894,13.43116192,593
10/14/2020,2020,4,717940,13.484141279,594
10/15/2020,2020,5,950024,13.764242526,595
10/16/2020,2020,6,973046,13.788186637,596
10/17/2020,2020,7,788743,13.578195818,597
10/18/2020,2020,1,1031505,13.846529459,598
10/19/2020,2020,2,921031,13.733248974,599
10/20/2020,2020,3,662484,13.403751686,600
10/21/2020,2020,4,694150,13.450443354,601
10/22/2020,2020,5,934386,13.747644908,602
10/23/2020,2020,6,958437,13.773059112,603
10/24/2020,2020,7,755287,13.534853088,604
10/25/2020,2020,1,983745,13.799121996,605
10/26/2020,2020,2,898735,13.708743498,606
10/27/2020,2020,3,648577,13.382536011,607
10/28/2020,2020,4,666957,13.410480855,608
10/29/2020,2020,5,873636,13.680419092,609
10/30/2020,2020,6,892712,13.702019299,610
10/31/2020,2020,7,618476,13.335013667,611
11/1/2020,2020,1,936092,13.749469041,612
11/2/2020,2020,2,846138,13.648437746,613
11/3/2020,2020,3,575829,13.263566021,614
11/4/2020,2020,4,636533,13.363791542,615
11/5/2020,2020,5,867105,13.672915356,616
11/6/2020,2020,6,895091,13.704680668,617
11/7/2020,2020,7,689951,13.44437586,618
11/8/2020,2020,1,973020,13.788159916,619
11/9/2020,2020,2,836600,13.637101338,620
11/10/2020,2020,3,596475,13.298792608,621
11/11/2020,2020,4,674633,13.421924118,622
11/12/2020,2020,5,866679,13.672423945,623
11/13/2020,2020,6,881579,13.689469897,624
11/14/2020,2020,7,697360,13.455057056,625
11/15/2020,2020,1,978297,13.793568584,626
11/16/2020,2020,2,883157,13.691258267,627
11/17/2020,2020,3,611497,13.323665328,628
11/18/2020,2020,4,703135,13.463304186,629
11/19/2020,2020,5,907332,13.718263704,630
11/20/2020,2020,6,1019836,13.835152388,631
11/21/2020,2020,7,948369,13.762498946,632
11/22/2020,2020,1,1047934,13.862331165,633
11/23/2020,2020,2,917354,13.729248718,634
11/24/2020,2020,3,912090,13.723493948,635
11/25/2020,2020,4,1070967,13.884072537,636
11/26/2020,2020,5,560902,13.237301481,637
11/27/2020,2020,6,820399,13.617546086,638
11/28/2020,2020,7,964630,13.779499887,639
11/29/2020,2020,1,1176091,13.977706785,640
11/30/2020,2020,2,981912,13.79725697,641
12/1/2020,2020,3,780283,13.567411953,642
12/2/2020,2020,4,632356,13.357207806,643
12/3/2020,2020,5,734050,13.506332425,644
12/4/2020,2020,6,753951,13.533082658,645
12/5/2020,2020,7,629430,13.352569927,646
12/6/2020,2020,1,837137,13.637743016,647
12/7/2020,2020,2,703546,13.463888541,648
12/8/2020,2020,3,501513,13.125384808,649
12/9/2020,2020,4,564372,13.243468888,650
12/10/2020,2020,5,754307,13.533554726,651
12/11/2020,2020,6,787489,13.576604681,652
12/12/2020,2020,7,662380,13.403594688,653
12/13/2020,2020,1,865014,13.670500971,654
12/14/2020,2020,2,752451,13.531091157,655
12/15/2020,2020,3,552024,13.221346803,656
12/16/2020,2020,4,641966,13.372290622,657
12/17/2020,2020,5,846934,13.649378049,658
12/18/2020,2020,6,1066747,13.880124389,659
12/19/2020,2020,7,1073563,13.886493581,660
12/20/2020,2020,1,1064619,13.878127547,661
12/21/2020,2020,2,954782,13.769238321,662
12/22/2020,2020,3,992167,13.807646719,663
12/23/2020,2020,4,1191123,13.990407118,664
12/24/2020,2020,5,846520,13.648889107,665
12/25/2020,2020,6,616469,13.331763316,666
12/26/2020,2020,7,1128773,13.93664176,667
12/27/2020,2020,1,1284599,14.065957165,668
12/28/2020,2020,2,1111751,13.921446808,669
12/29/2020,2020,3,1019347,13.834672784,670
12/30/2020,2020,4,1163696,13.967111705,671
12/31/2020,2020,5,874406,13.681300078,672
1/1/2021,2021,6,805990,13.599826614,673
1/2/2021,2021,7,1192881,13.991881948,674
1/3/2021,2021,1,1327289,14.098649074,675
1/4/2021,2021,2,1080346,13.892791918,676
1/5/2021,2021,3,766594,13.549712605,677
1/6/2021,2021,4,665855,13.408827208,678
1/7/2021,2021,5,771734,13.55639521,679
1/8/2021,2021,6,772451,13.557323855,680
1/9/2021,2021,7,709444,13.472236844,681
1/10/2021,2021,1,886536,13.695077013,682
1/11/2021,2021,2,708177,13.470449341,683
1/12/2021,2021,3,520117,13.161809065,684
1/13/2021,2021,4,567401,13.248821564,685
1/14/2021,2021,5,803688,13.596966413,686
1/15/2021,2021,6,903039,13.713521021,687
1/16/2021,2021,7,690438,13.445081458,688
1/17/2021,2021,1,810654,13.605596608,689
1/18/2021,2021,2,878048,13.685456541,690
1/19/2021,2021,3,560190,13.236031291,691
1/20/2021,2021,4,542338,13.203644702,692
1/21/2021,2021,5,728978,13.499398832,693
1/22/2021,2021,6,755028,13.534510114,694
1/23/2021,2021,7,603527,13.310546058,695
1/24/2021,2021,1,838116,13.638911795,696
1/25/2021,2021,2,701709,13.461274067,697
1/26/2021,2021,3,468933,13.05821518,698
1/27/2021,2021,4,536935,13.193632323,699
1/28/2021,2021,5,750558,13.528572209,700
1/29/2021,2021,6,774688,13.560215647,701
1/30/2021,2021,7,617489,13.333416534,702
1/31/2021,2021,1,859039,13.663569602,703
2/1/2021,2021,2,628989,13.351869047,704
2/2/2021,2021,3,493338,13.108949816,705
2/3/2021,2021,4,618615,13.335238387,706
2/4/2021,2021,5,778065,13.564565347,707
2/5/2021,2021,6,868624,13.674665629,708
2/6/2021,2021,7,705951,13.467301109,709
2/7/2021,2021,1,854636,13.658430926,710
2/8/2021,2021,2,864783,13.670233887,711
2/9/2021,2021,3,617619,13.333627041,712
2/10/2021,2021,4,735009,13.507638023,713
2/11/2021,2021,5,1034514,13.849442309,714
2/12/2021,2021,6,1151420,13.956506521,715
2/13/2021,2021,7,900696,13.710923077,716
2/14/2021,2021,1,946458,13.760481875,717
2/15/2021,2021,2,967693,13.782670167,718
2/16/2021,2021,3,738422,13.512270756,719
2/17/2021,2021,4,773422,13.558580104,720
2/18/2021,2021,5,914823,13.726485883,721
2/19/2021,2021,6,1059452,13.873262351,722
2/20/2021,2021,7,942238,13.756013176,723
2/21/2021,2021,1,1115479,13.924794467,724
2/22/2021,2021,2,963280,13.778099407,725
2/23/2021,2021,3,714725,13.479653132,726
2/24/2021,2021,4,802230,13.595150629,727
2/25/2021,2021,5,1051149,13.86539441,728
2/26/2021,2021,6,1096348,13.907495214,729
2/27/2021,2021,7,917282,13.729170228,730
2/28/2021,2021,1,1190682,13.99003681,731
3/1/2021,2021,2,1049692,13.864007346,732
3/2/2021,2021,3,744812,13.520887117,733
3/3/2021,2021,4,826924,13.625468071,734
3/4/2021,2021,5,1107534,13.91764648,735
3/5/2021,2021,6,1168734,13.97143167,736
3/6/2021,2021,7,992406,13.807887577,737
3/7/2021,2021,1,1278557,14.061242656,738
3/8/2021,2021,2,1119303,13.928216728,739
3/9/2021,2021,3,825745,13.624041288,740
3/10/2021,2021,4,974221,13.789393456,741
3/11/2021,2021,5,1286894,14.067742121,742
3/12/2021,2021,6,1409771,14.158937838,743
3/13/2021,2021,7,1227484,14.020477104,744
3/14/2021,2021,1,1345284,14.112115701,745
3/15/2021,2021,2,1267345,14.052434719,746
3/16/2021,2021,3,1092548,13.904023141,747
3/17/2021,2021,4,1146539,13.952258397,748
3/18/2021,2021,5,1413141,14.161325444,749
3/19/2021,2021,6,1477841,14.206092797,750
3/20/2021,2021,7,1373259,14.132697305,751
3/21/2021,2021,1,1543136,14.249327267,752
3/22/2021,2021,2,1360290,14.12320847,753
3/23/2021,2021,3,1076453,13.889181935,754
3/24/2021,2021,4,1164954,13.968192159,755
3/25/2021,2021,5,1444744,14.183442701,756
3/26/2021,2021,6,1535156,14.244142563,757
3/27/2021,2021,7,1408198,14.157821431,758
3/28/2021,2021,1,1574228,14.269275551,759
3/29/2021,2021,2,1406234,14.156425767,760
3/30/2021,2021,3,1130520,13.938188262,761
3/31/2021,2021,4,1278113,14.060895329,762
4/1/2021,2021,5,1562239,14.261630607,763
4/2/2021,2021,6,1580785,14.273432117,764
4/3/2021,2021,7,1397958,14.150523158,765
4/4/2021,2021,1,1534474,14.243698209,766
4/5/2021,2021,2,1561959,14.261451361,767
4/6/2021,2021,3,1195306,13.993912778,768
4/7/2021,2021,4,1230939,14.023287851,769
4/8/2021,2021,5,1510829,14.228169065,770
4/9/2021,2021,6,1549181,14.253236962,771
4/10/2021,2021,7,1378237,14.136315704,772
4/11/2021,2021,1,1561495,14.261154254,773
4/12/2021,2021,2,1468972,14.200073394,774
4/13/2021,2021,3,1085034,13.897121881,775
4/14/2021,2021,4,1152703,13.957620177,776
4/15/2021,2021,5,1491435,14.215249302,777
4/16/2021,2021,6,1468218,14.199559978,778
4/17/2021,2021,7,1277815,14.060662146,779
4/18/2021,2021,1,1572383,14.268102861,780
4/19/2021,2021,2,1412500,14.160871742,781
4/20/2021,2021,3,1082443,13.894731082,782
4/21/2021,2021,4,1164099,13.967457955,783
4/22/2021,2021,5,1509649,14.227387731,784
4/23/2021,2021,6,1521393,14.235136921,785
4/24/2021,2021,7,1259724,14.046403207,786
4/25/2021,2021,1,1571220,14.267362946,787
4/26/2021,2021,2,1369410,14.129890548,788
4/27/2021,2021,3,1077199,13.889874712,789
4/28/2021,2021,4,1184326,13.984684394,790
4/29/2021,2021,5,1526681,14.238606656,791
4/30/2021,2021,6,1558553,14.259268385,792
5/1/2021,2021,7,1335535,14.104842519,793
5/2/2021,2021,1,1626962,14.30222503,794
5/3/2021,2021,2,1463672,14.196458905,795
5/4/2021,2021,3,1134103,13.941352588,796
5/5/2021,2021,4,1268939,14.053691676,797
5/6/2021,2021,5,1644050,14.312673268,798
5/7/2021,2021,6,1703267,14.34805873,799
5/8/2021,2021,7,1429657,14.172945113,800
5/9/2021,2021,1,1707805,14.350719478,801
5/10/2021,2021,2,1657722,14.320954929,802
5/11/2021,2021,3,1315493,14.089722058,803
5/12/2021,2021,4,1424664,14.169446554,804
5/13/2021,2021,5,1743515,14.371413748,805
5/14/2021,2021,6,1716561,14.355833429,806
5/15/2021,2021,7,1453267,14.189324683,807
5/16/2021,2021,1,1850531,14.430983183,808
5/17/2021,2021,2,1734541,14.366253383,809
5/18/2021,2021,3,1408017,14.157692889,810
5/19/2021,2021,4,1496089,14.218364928,811
5/20/2021,2021,5,1728496,14.362762224,812
5/21/2021,2021,6,1820433,14.414584943,813
5/22/2021,2021,7,1550044,14.253793876,814
5/23/2021,2021,1,1863697,14.438072707,815
5/24/2021,2021,2,1747353,14.373612629,816
5/25/2021,2021,3,1470840,14.201344224,817
5/26/2021,2021,4,1618169,14.296805821,818
5/27/2021,2021,5,1854534,14.43314401,819
5/28/2021,2021,6,1959593,14.488247357,820
5/29/2021,2021,7,1605810,14.28913886,821
5/30/2021,2021,1,1650454,14.31656096,822
5/31/2021,2021,2,1900170,14.457453914,823
6/1/2021,2021,3,1682752,14.335941106,824
6/2/2021,2021,4,1587910,14.277929244,825
6/3/2021,2021,5,1815931,14.412108842,826
6/4/2021,2021,6,1879885,14.446721163,827
6/5/2021,2021,7,1681192,14.335013624,828
6/6/2021,2021,1,1984658,14.500957165,829
6/7/2021,2021,2,1828396,14.418949638,830
6/8/2021,2021,3,1560561,14.26055593,831
6/9/2021,2021,4,1669537,14.3280569,832
6/10/2021,2021,5,1975189,14.496174648,833
6/11/2021,2021,6,2028961,14.523034397,834
6/12/2021,2021,7,1812797,14.410381514,835
6/13/2021,2021,1,2097433,14.556224774,836
6/14/2021,2021,2,1800954,14.403827082,837
6/15/2021,2021,3,1678688,14.333523094,838
6/16/2021,2021,4,1792370,14.399049324,839
6/17/2021,2021,5,2039425,14.528178463,840
6/18/2021,2021,6,2081115,14.548414366,841
6/19/2021,2021,7,1882381,14.448048023,842
6/20/2021,2021,1,2100761,14.557810218,843
6/21/2021,2021,2,2030577,14.523830547,844
6/22/2021,2021,3,1795141,14.400594128,845
6/23/2021,2021,4,1801329,14.404035284,846
6/24/2021,2021,5,2085327,14.550436235,847
6/25/2021,2021,6,2137584,14.575186777,848
6/26/2021,2021,7,1918705,14.467161037,849
6/27/2021,2021,1,2167380,14.589029623,850
6/28/2021,2021,2,2066964,14.541591422,851
6/29/2021,2021,3,1808306,14.407901053,852
6/30/2021,2021,4,1920663,14.468180997,853
7/1/2021,2021,5,2147090,14.579623995,854
7/2/2021,2021,6,2196411,14.602335223,855
7/3/2021,2021,7,1915017,14.465237058,856
7/4/2021,2021,1,1681896,14.335432286,857
7/5/2021,2021,2,2160147,14.585686833,858
7/6/2021,2021,3,1889911,14.452040296,859
7/7/2021,2021,4,1880160,14.446867438,860
7/8/2021,2021,5,2027364,14.522246985,861
7/9/2021,2021,6,2147903,14.580002575,862
7/10/2021,2021,7,1987652,14.502464601,863
7/11/2021,2021,1,2198635,14.603347271,864
7/12/2021,2021,2,2093066,14.554140535,865
7/13/2021,2021,3,1832878,14.421397967,866
7/14/2021,2021,4,1900945,14.457861689,867
7/15/2021,2021,5,2152053,14.581932828,868
7/16/2021,2021,6,2199815,14.603883824,869
7/17/2021,2021,7,1979981,14.498597807,870
7/18/2021,2021,1,2227704,14.616482017,871
7/19/2021,2021,2,2141429,14.576983921,872
7/20/2021,2021,3,1871986,14.442510457,873
7/21/2021,2021,4,1934918,14.475575506,874
7/22/2021,2021,5,2101343,14.558087222,875
7/23/2021,2021,6,2159300,14.585294653,876
7/24/2021,2021,7,1942879,14.479681452,877
7/25/2021,2021,1,2177129,14.593517594,878
7/26/2021,2021,2,2124474,14.5690348,879
7/27/2021,2021,3,1858328,14.435187717,880
7/28/2021,2021,4,1923980,14.469906515,881
7/29/2021,2021,5,2127634,14.570521122,882
7/30/2021,2021,6,2198585,14.60332453,883
7/31/2021,2021,7,2007412,14.512356888,884
8/01/2021,2021,1,2238462,14.621299581,885
8/02/2021,2021,2,2031758,14.524411986,886
8/03/2021,2021,3,1797120,14.401695941,887
8/04/2021,2021,4,1855299,14.433556427,888
8/05/2021,2021,5,2063720,14.540020737,889
8/06/2021,2021,6,2109091,14.561767607,890
8/07/2021,2021,7,1925641,14.470769457,891
8/08/2021,2021,1,2168264,14.589437405,892
8/09/2021,2021,2,2022858,14.520021921,893
8/10/2021,2021,3,1727075,14.361939784,894
8/11/2021,2021,4,1761348,14.381589983,895
8/12/2021,2021,5,2045301,14.531055525,896
8/13/2021,2021,6,2065379,14.540824303,897
8/14/2021,2021,7,1811767,14.40981317,898
8/15/2021,2021,1,2114166,14.564170966,899
8/16/2021,2021,2,1980585,14.498902814,900
8/17/2021,2021,3,1607238,14.290027736,901
8/18/2021,2021,4,1678231,14.33325082,902
8/19/2021,2021,5,1945026,14.480785903,903
8/20/2021,2021,6,1990608,14.503950678,904
8/21/2021,2021,7,1685462,14.337550268,905
8/22/2021,2021,1,1965020,14.491012981,906
8/23/2021,2021,2,1820355,14.414542095,907
8/24/2021,2021,3,1468219,14.19956066,908
8/25/2021,2021,4,1539707,14.247102697,909
8/26/2021,2021,5,1826310,14.417808096,910
8/27/2021,2021,6,1853622,14.432652121,911
8/28/2021,2021,7,1511294,14.228476795,912
8/29/2021,2021,1,1900658,14.4577107,913
8/30/2021,2021,2,1629475,14.303768435,914
8/31/2021,2021,3,1345064,14.111952154,915
9/1/2021,2021,4,1465197,14.197500262,916
9/2/2021,2021,5,1896846,14.455703065,917
9/3/2021,2021,6,2129999,14.571632068,918
9/4/2021,2021,7,1545955,14.2511524,919
9/5/2021,2021,1,1630786,14.304572665,920
9/6/2021,2021,2,2025556,14.521354789,921
9/7/2021,2021,3,1662932,14.324092867,922
9/8/2021,2021,4,1439804,14.180017551,923
9/9/2021,2021,5,1685668,14.337672482,924
9/10/2021,2021,6,1792979,14.39938904,925
9/11/2021,2021,7,1363653,14.125677686,926
9/12/2021,2021,1,1966456,14.491743496,927
9/13/2021,2021,2,1672895,14.330066216,928
9/14/2021,2021,3,1271516,14.055720447,929
9/15/2021,2021,4,1455913,14.191143753,930
9/16/2021,2021,5,1851345,14.43142296,931
9/17/2021,2021,6,1942337,14.479402445,932
9/18/2021,2021,7,1476269,14.205028517,933
9/19/2021,2021,1,2075468,14.545697228,934
9/20/2021,2021,2,1820152,14.414430572,935
9/21/2021,2021,3,1338166,14.106810578,936
9/22/2021,2021,4,1460478,14.194274337,937
9/23/2021,2021,5,1904732,14.459851874,938
9/24/2021,2021,6,2019891,14.518554108,939
9/25/2021,2021,7,1525438,14.23779214,940
9/26/2021,2021,1,2102155,14.558473567,941
9/27/2021,2021,2,1849171,14.430247989,942
9/28/2021,2021,3,1334997,14.104439603,943
9/29/2021/9/29/2021,2021,4,1448369,14.185948654,944
9/30/2021,2021,5,1934592,14.47540701,945
10/1/2021,2021,6,2011794,14.514537419,946
10/2/2021,2021,7,1534114,14.243463574,947
10/3/2021,2021,1,2100167,14.557527423,948
10/4/2021,2021,2,1842054,14.426391811,949
10/5/2021,2021,3,1390201,14.144958899,950
10/6/2021,2021,4,1563565,14.262479028,951
10/7/2021,2021,5,2063090,14.539715417,952
10/8/2021,2021,6,2169783,14.590137721,953
10/9/2021,2021,7,1645563,14.313593133,954
10/10/2021,2021,1,2086146,14.550828903,955
10/11/2021,2021,2,2083627,14.549620683,956
10/12/2021,2021,3,1695970,14.343765406,957
10/13/2021,2021,4,1641419,14.31107167,958
10/14/2021,2021,5,2048398,14.532568582,959
10/15/2021,2021,6,2070878,14.54348323,960
10/16/2021,2021,7,1704466,14.348762423,961
10/17/2021,2021,1,2213296,14.609993365,962
10/18/2021,2021,2,2001297,14.509306028,963
10/19/2021,2021,3,1446353,14.184555774,964
10/20/2021,2021,4,1647089,14.314520045,965
10/21/2021,2021,5,2046694,14.531736366,966
10/22/2021,2021,6,2108582,14.561526242,967
10/23/2021,2021,7,1626185,14.301747339,968
10/24/2021,2021,1,2107839,14.56117381,969
10/25/2021,2021,2,1989373,14.503330072,970
10/26/2021,2021,3,1503587,14.223364145,971
10/27/2021,2021,4,1547075,14.251876609,972
10/28/2021,2021,5,1927041,14.471496224,973
10/29/2021,2021,6,1982773,14.500006928,974
10/30/2021,2021,7,1518020,14.232917412,975
10/31/2021,2021,1,1845965,14.428512734,976
11/1/2021,2021,2,1992577,14.504939334,977
11/2/2021,2021,3,1487874,14.212858813,978
11/3/2021,2021,4,1525948,14.238126414,979
11/4/2021,2021,5,1940302,14.478354189,980
11/5/2021,2021,6,2035406,14.526205866,981
11/6/2021,2021,7,1527465,14.239120057,982
11/7/2021,2021,1,2152721,14.582243181,983
11/8/2021,2021,2,1955530,14.486171814,984
11/9/2021,2021,3,1456657,14.191654642,985
11/10/2021,2021,4,1691526,14.341141638,986
11/11/2021,2021,5,2064753,14.540521165,987
11/12/2021,2021,6,2001439,14.50937698,988
11/13/2021,2021,7,1559772,14.260050215,989
11/14/2021,2021,1,2150150,14.581048165,990
11/15/2021,2021,2,2010601,14.51394424,991
11/16/2021,2021,3,1491890,14.21555433,992
11/17/2021,2021,4,1624511,14.300717405,993
11/18/2021,2021,5,2044545,14.530685829,994
11/19/2021,2021,6,2242956,14.623305197,995
11/20/2021,2021,7,2004579,14.510944622,996
11/21/2021,2021,1,2213716,14.610183109,997
11/22/2021,2021,2,2081064,14.548389859,998
11/23/2021,2021,3,2207949,14.607574588,999
11/24/2021,2021,4,2311978,14.653613993,1000
11/25/2021,2021,5,1382230,14.139208695,1001
11/26/2021,2021,6,1778983,14.391552411,1002
11/27/2021,2021,7,2208192,14.607684639,1003
11/28/2021,2021,1,2451300,14.712129054,1004
11/29/2021,2021,2,2237087,14.620685131,1005
11/30/2021,2021,3,1810460,14.409091515,1006
12/1/2021,2021,4,1660506,14.322632933,1007
12/2/2021,2021,5,1866275,14.439455024,1008
12/3/2021,2021,6,1952294,14.484515649,1009
12/4/2021,2021,7,1566729,14.264500564,1010
12/5/2021,2021,1,2068792,14.54247542,1011
12/6/2021,2021,2,1854048,14.432881915,1012
12/7/2021,2021,3,1459054,14.193298838,1013
12/8/2021,2021,4,1610785,14.292232196,1014
12/9/2021,2021,5,1959937,14.488422888,1015
12/10/2021,2021,6,2045674,14.531237878,1016
12/11/2021,2021,7,1669737,14.328176687,1017
12/12/2021,2021,1,2040364,14.528638781,1018
12/13/2021,2021,2,1912915,14.464138815,1019
12/14/2021,2021,3,1520251,14.234386011,1020
12/15/2021,2021,4,1762920,14.382482083,1021
12/16/2021,2021,5,2062579,14.539467699,1022
12/17/2021,2021,6,2233754,14.619194136,1023
12/18/2021,2021,7,2035273,14.52614052,1024
12/19/2021,2021,1,2118528,14.566232066,1025
12/20/2021,2021,2,2098540,14.556752423,1026
12/21/2021,2021,3,1979089,14.498147196,1027
12/22/2021,2021,4,2081297,14.548501815,1028
12/23/2021,2021,5,2187792,14.598403374,1029
12/24/2021,2021,6,1709601,14.351770568,1030
12/25/2021,2021,7,1533398,14.242996746,1031
12/26/2021,2021,1,2070554,14.543326762,1032
12/27/2021,2021,2,2089186,14.552285074,1033
12/28/2021,2021,3,1995747,14.506528974,1034
12/29/2021,2021,4,2017937,14.51758626,1035
12/30/2021,2021,5,2049604,14.533157162,1036
12/31/2021,2021,6,1650795,14.316767548,1037
