Year,Month,Sales,logSales,c348,s348,c432,s432,Dynamic
2017,9,9420,9.1505903676,-0.979855052,-0.199709981,-0.9971589,0.0753268055,1
2017,10,9299,9.1376621465,0.7289686274,-0.684547106,0.87630668,-0.481753674,1
2017,11,8753,9.0771517777,0.1377902907,0.9904614257,-0.597904983,0.8015669849,1
2017,12,8389,9.0346766028,-0.888136449,-0.459579861,0.2120071099,-0.977268124,1
2018,1,9021,9.1073104717,0.8881364488,-0.459579861,0.2120071099,0.9772681236,1
2018,2,10140,9.2242432771,-0.137790291,0.9904614257,-0.597904983,-0.801566985,1
2018,3,11511,9.3510583789,-0.728968627,-0.684547106,0.87630668,0.4817536741,1
2018,4,9771,9.1871740939,0.9798550524,-0.199709981,-0.9971589,-0.075326806,1
2018,5,10348,9.2445485433,-0.402906436,0.9152411726,0.9387338577,-0.344642923,1
2018,6,10020,9.2123383746,-0.514439534,-0.857526656,-0.711535677,0.7026499698,1
2018,7,10035,9.2138342612,0.9971589003,0.0753268055,0.3564118787,-0.934328942,1
2018,8,10352,9.2449350167,-0.63742399,0.7705132428,0.0627905195,0.9980267284,1
2018,9,9210,9.1280451292,-0.260841506,-0.965381639,-0.470703932,-0.882291226,1
2018,10,9383,9.1466548203,0.9387338577,0.3446429232,0.7939903986,0.6079302977,1
2018,11,8923,9.0963874919,-0.823532598,0.5672689491,-0.974526873,-0.224270761,1
2018,12,8629,9.0628839025,0.0125660399,-0.999921044,0.9798550524,-0.199709981,1
2019,1,9135,9.1198684688,0.8090169944,0.5877852523,-0.809016994,0.5877852523,1
2019,2,10005,9.210840247,-0.947098305,0.3209436098,0.4927273415,-0.870183755,1
2019,3,12250,9.413281216,0.2850192625,-0.958521789,-0.087851197,0.9961336091,1
2019,4,10630,9.2714354713,0.6178596131,0.7862884321,-0.332819545,-0.942990536,1
2019,5,10805,9.2877642689,-0.998736957,0.0502443182,0.6936533058,0.7203090249,1
2019,6,10316,9.241451367,0.535826795,-0.844327926,-0.929776486,-0.368124553,1
2019,7,10491,9.2582730257,0.3797790955,0.9250772068,0.9987369566,-0.050244318,1
2019,8,10590,9.2676654386,-0.974526873,-0.224270761,-0.888136449,0.4595798606,1
2019,9,9685,9.1783335758,0.7459411454,-0.666011867,0.6178596131,-0.786288432,1
2019,10,9983,9.2086389253,0.1128563849,0.9936113105,-0.236498997,0.9716317329,1
2019,11,9630,9.1726385048,-0.87630668,-0.481753674,-0.187381315,-0.982287251,1
2019,12,8840,9.0870421556,0.8994052516,-0.437115767,0.5775727034,0.8163392507,1
2020,1,9140,9.1204156644,-0.162637165,0.9866859442,-0.863923417,-0.503623202,0
2020,2,10780,9.2854478445,-0.711535677,-0.70264997,0.994951017,0.1003617149,0
2020,3,9450,9.1537700205,0.9845643345,-0.175023059,-0.947098305,0.3209436098,0
2020,4,6504,8.7801726512,-0.425779292,0.9048270525,0.7289686274,-0.684547106,0
2020,5,10707,9.2786530122,-0.492727342,-0.870183755,-0.379779096,0.9250772068,0
2020,6,11966,9.3898245739,0.994951017,0.1003617149,-0.037690183,-0.999289473,0
2020,7,12413,9.4264995895,-0.656585756,0.7542513807,0.4483832161,0.8938414242,0
2020,8,12191,9.4084532536,-0.236498997,-0.971631733,-0.778462302,-0.627691361,0
2020,9,11071,9.3120843559,0.9297764859,0.3681245527,0.9685831611,0.2486898872,0
2020,10,10956,9.3016425304,-0.83752804,0.5463943467,-0.984564335,0.175023059,0
2020,11,9954,9.2057297594,0.0376901827,-0.999289473,0.8235325976,-0.567268949,0
2020,12,9568,9.1661794762,0.7939903986,0.6079302977,-0.514439534,0.8575266562,0
2021,1,10509,9.2599873119,-0.954864545,0.2970415816,0.1128563849,-0.993611311,0
2021,2,11244,9.327589932,0.3090169944,-0.951056516,0.3090169944,0.9510565163,0
2021,3,17815,9.787796078,0.5979049831,0.8015669849,-0.675332808,-0.737513117,0
2021,4,16853,9.7322839615,-0.999684189,0.0251300954,0.9202318474,0.3913736668,0
2021,5,15561,9.652523063,0.5568756165,-0.830595899,-0.999684189,0.0251300954,0
2021,6,15603,9.6552184824,0.3564118787,0.9343289425,0.8994052516,-0.437115767,0
2021,7,14942,9.6119313185,-0.968583161,-0.248689887,-0.63742399,0.7705132428,0
2021,8,15472,9.6467872177,0.762442511,-0.647055962,0.2608415063,-0.965381639,0
2021,9,15507,9.6490468139,0.0878511966,0.9961336091,0.1626371652,0.9866859442,0
2021,10,15679,9.6600775164,-0.863923417,-0.503623202,-0.556875616,-0.830595899,0
2021,11,14363,9.5724107344,0.9101059707,-0.414375581,0.8509944818,0.52517463,0
